 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	FWHM_Mult	Source_Rad(base)	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_C3	rel_flux_C4	rel_flux_C5	rel_flux_C6	rel_flux_C7	rel_flux_C8	rel_flux_C9	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_C3	rel_flux_err_C4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_C7	rel_flux_err_C8	rel_flux_err_C9	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_C3	rel_flux_SNR_C4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_C7	rel_flux_SNR_C8	rel_flux_SNR_C9	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_C3	Y(IJ)_C3	X(FITS)_C3	Y(FITS)_C3	RA_C3	DEC_C3	Source-Sky_C3	Source_Error_C3	Source_SNR_C3	Peak_C3	Mean_C3	Sky/Pixel_C3	FWHM_C3	Width_C3	X-Width_C3	Y-Width_C3	Angle_C3	Roundness_C3	X(IJ)_C4	Y(IJ)_C4	X(FITS)_C4	Y(FITS)_C4	RA_C4	DEC_C4	Source-Sky_C4	Source_Error_C4	Source_SNR_C4	Peak_C4	Mean_C4	Sky/Pixel_C4	FWHM_C4	Width_C4	X-Width_C4	Y-Width_C4	Angle_C4	Roundness_C4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_C7	Y(IJ)_C7	X(FITS)_C7	Y(FITS)_C7	RA_C7	DEC_C7	Source-Sky_C7	Source_Error_C7	Source_SNR_C7	Peak_C7	Mean_C7	Sky/Pixel_C7	FWHM_C7	Width_C7	X-Width_C7	Y-Width_C7	Angle_C7	Roundness_C7	X(IJ)_C8	Y(IJ)_C8	X(FITS)_C8	Y(FITS)_C8	RA_C8	DEC_C8	Source-Sky_C8	Source_Error_C8	Source_SNR_C8	Peak_C8	Mean_C8	Sky/Pixel_C8	FWHM_C8	Width_C8	X-Width_C8	Y-Width_C8	Angle_C8	Roundness_C8	X(IJ)_C9	Y(IJ)_C9	X(FITS)_C9	Y(FITS)_C9	RA_C9	DEC_C9	Source-Sky_C9	Source_Error_C9	Source_SNR_C9	Peak_C9	Mean_C9	Sky/Pixel_C9	FWHM_C9	Width_C9	X-Width_C9	Y-Width_C9	Angle_C9	Roundness_C9
60	Autosave Image -0348r_out.fits	60.000000	0.000000	58757.467859	2458757.467859	2458757.467685	2458757.469214	2458757.469990	1.141539	61.121651	-20.000000	30.000000	20.226944	65.161944	7.784934	8.306365	1.200000	6.000000	11.000000	17.000000	0.052176	0.158016	0.177552	0.257124	0.152485	0.101579	0.279544	0.042426	0.025156	0.000228	0.000414	0.000443	0.000565	0.000405	0.000325	0.000596	0.000218	0.000181	228.441225	381.648679	401.200881	455.235149	376.654648	312.835423	469.121180	195.047605	139.285849	3032446.037689	2735.058190	1561.440597	1192.196378	1561.940597	1312.303622	20.225446	65.162356	158219.806935	216.756388	677.745583	233.450148	3599.352295	729.942993	40.729841	476.000000	6.322660	6.599311	6.466318	6.732305	298.302511	0.994642	1968.859310	1644.340492	1969.359310	860.159508	20.236030	65.215168	413789.595941	1007.006642	410.910493	7636.604004	1909.007614	56.065165	6.834101	6.873776	6.475303	7.272248	274.224297	0.986353	2223.129957	1469.057606	2223.629957	1035.442394	20.232509	65.252185	457234.054757	1047.670344	436.429319	10064.076172	2109.437503	55.455524	6.308537	6.632023	6.245909	7.018138	270.327560	0.986532	1369.834919	1922.241608	1370.334919	582.258392	20.241309	65.129183	620236.674751	1207.526663	513.642219	9196.412109	2861.445880	68.790211	8.056495	7.233653	7.162331	7.304975	300.925155	0.998253	754.788018	743.893077	755.288018	1760.606923	20.214470	65.053769	401223.199152	991.789675	404.544642	5493.291992	1851.032867	58.672688	8.555683	7.341316	7.715397	6.967235	356.746743	0.989533	1214.499730	1922.823738	1214.999730	581.676262	20.241095	65.107538	279628.696558	853.996955	327.435238	3956.666992	1290.059770	55.041565	8.523331	7.255793	7.190408	7.321178	303.749231	0.997783	2110.967662	662.799357	2111.467662	1841.700643	20.214472	65.243521	662503.098233	1236.653686	535.722414	20759.728516	3056.440934	61.262002	5.066852	6.051996	6.016052	6.087941	57.024905	0.999150	1783.495934	1299.843178	1783.995934	1204.656822	20.228137	65.192373	123418.080532	622.588703	198.233729	3008.314941	569.386127	39.644970	5.991133	6.563380	6.370989	6.755771	286.373834	0.995150	1768.846616	1438.590001	1769.346616	1065.909999	20.231187	65.189112	74412.637765	529.962773	140.411066	1547.241455	343.300783	34.879296	6.740902	6.697404	6.556859	6.837949	292.073115	0.996582
61	Autosave Image -0349r_out.fits	61.000000	0.000000	58757.468414	2458757.468414	2458757.468241	2458757.469770	2458757.470545	1.142398	61.043314	-20.000000	30.000000	20.226944	65.161944	7.902744	8.352120	1.200000	6.000000	11.000000	17.000000	0.053051	0.160449	0.177080	0.255723	0.151825	0.101759	0.278360	0.042788	0.025321	0.000232	0.000419	0.000445	0.000566	0.000406	0.000327	0.000598	0.000221	0.000184	228.493245	382.582448	397.672042	451.494371	373.585133	311.327696	465.713242	193.934561	137.297517	3004910.740241	2728.513572	1559.650280	1191.186974	1560.150280	1313.313026	20.225446	65.162335	159412.849699	219.150945	682.488633	233.575831	3368.579346	727.411190	39.491764	448.000000	6.364234	6.711676	6.674235	6.749116	304.893327	0.998957	1967.318914	1643.277666	1967.818914	861.222334	20.236031	65.215179	415473.538289	1006.863239	412.641481	8089.958008	1895.832748	54.396536	6.883146	6.840888	6.543854	7.137922	272.184637	0.992443	2221.445058	1468.210804	2221.945058	1036.289196	20.232512	65.252157	452059.101882	1045.494213	432.387952	9837.773438	2062.775052	60.295281	6.397483	6.661037	6.237249	7.084824	82.391769	0.982751	1368.107802	1921.261797	1368.607802	583.238203	20.241314	65.129207	611938.315557	1201.927679	509.130729	8547.073242	2792.314291	75.939674	8.291748	7.330838	7.318196	7.343481	309.825236	0.999631	753.063909	742.909490	753.563909	1761.590510	20.214472	65.053774	396084.134465	987.391289	401.142018	5412.492188	1807.357639	57.795063	8.700409	7.377931	7.742806	7.013056	359.113792	0.990255	1212.589773	1921.906879	1213.089773	582.593121	20.241102	65.107543	277536.096282	851.538821	325.923011	3795.035645	1266.415239	57.535795	8.458096	7.269797	7.284855	7.254738	319.706669	0.999358	2109.149931	661.876404	2109.649931	1842.623596	20.214468	65.243472	654312.956717	1230.621531	531.693084	19940.369141	2985.672532	64.807836	5.265965	6.187083	6.113794	6.260373	61.114588	0.998027	1781.815728	1298.869946	1782.315728	1205.630054	20.228138	65.192362	123299.423104	625.540138	197.108732	2729.169678	562.623278	37.384854	6.298262	6.729658	6.579568	6.879748	278.430812	0.997830	1767.253700	1437.640304	1767.753700	1066.859696	20.231190	65.189116	74207.173946	536.222620	138.388742	1533.735107	338.612156	38.943387	6.680421	6.794217	6.670790	6.917643	78.917414	0.998462
62	Autosave Image -0350r_out.fits	62.000000	0.000000	58757.468970	2458757.468970	2458757.468796	2458757.470325	2458757.471101	1.143261	60.965044	-20.000000	30.000000	20.226944	65.161944	7.875585	8.525942	1.200000	6.000000	11.000000	17.000000	0.051947	0.158287	0.177906	0.259031	0.152669	0.101984	0.276026	0.042181	0.025415	0.000231	0.000414	0.000443	0.000567	0.000407	0.000326	0.000590	0.000219	0.000185	224.771965	382.174654	401.324395	456.699728	375.463196	312.931284	467.637604	192.807990	137.728828	3055516.884760	2759.111220	1557.566657	1185.170051	1558.066657	1319.329949	20.225442	65.162318	158724.172073	228.367676	691.458124	229.549942	3217.275635	695.037822	39.704833	435.000000	6.475342	6.718682	6.478489	6.958875	281.974425	0.993895	1965.100849	1637.340322	1965.600849	867.159678	20.236029	65.215148	417554.028895	1014.277837	411.676184	7859.454590	1828.428771	57.315153	6.731768	6.935828	6.513274	7.358381	273.068646	0.985093	2219.447203	1462.120980	2219.947203	1042.379020	20.232508	65.252165	461492.331630	1056.751187	436.708600	9982.333984	2020.830355	55.450762	6.094889	6.625954	6.026289	7.225619	85.606015	0.966997	1366.091240	1915.261932	1366.591240	589.238068	20.241307	65.129189	628637.331829	1217.964445	516.137671	9017.953125	2752.742171	69.923751	8.150083	7.256071	7.043523	7.468618	278.816779	0.996228	751.128861	736.850571	751.628861	1767.649429	20.214468	65.053777	404697.763300	1003.914008	403.119949	5559.715332	1772.132425	60.894292	8.726778	7.344899	7.613353	7.076446	1.691524	0.994652	1210.599155	1915.869734	1211.099155	588.630266	20.241092	65.107527	282774.337893	863.204077	327.586889	3749.265137	1238.241519	49.633384	8.340854	7.332329	7.198364	7.466295	272.788582	0.998653	2107.247935	655.751365	2107.747935	1848.748635	20.214464	65.243477	660960.688100	1238.796878	533.550496	18157.382812	2894.283026	61.507110	5.496363	6.220861	6.028310	6.413412	65.296002	0.990966	1779.693729	1292.861378	1780.193729	1211.638622	20.228133	65.192342	123667.892880	631.319290	195.888031	2670.464844	541.529761	36.465340	6.185011	6.704010	6.436726	6.971293	276.507642	0.993323	1765.023233	1431.626446	1765.523233	1072.873554	20.231185	65.189081	75732.510233	545.553273	138.817809	1555.917847	331.625349	36.205213	6.776436	6.738012	6.470398	7.005626	274.816471	0.993529
63	Autosave Image -0351r_out.fits	63.000000	0.000000	58757.469514	2458757.469514	2458757.469340	2458757.470870	2458757.471645	1.144017	60.896622	-20.000000	30.000000	20.228333	65.161944	8.034777	8.373781	1.200000	6.000000	11.000000	17.000000	0.052635	0.158021	0.179354	0.256425	0.152691	0.101185	0.278393	0.042565	0.025037	0.000231	0.000416	0.000449	0.000566	0.000407	0.000326	0.000597	0.000219	0.000182	228.107394	380.045798	399.521863	452.911638	374.755823	310.635793	465.948762	194.758679	137.253345	3015701.411184	2735.077674	1556.150445	1182.330261	1556.650445	1322.169739	20.225441	65.162334	158731.510854	220.289125	680.808840	233.151366	3272.861084	720.559906	38.694802	470.000000	6.590831	6.756807	6.778795	6.734820	317.136524	0.992371	1963.775366	1634.468943	1964.275366	870.031057	20.236027	65.215154	411516.175802	1005.443709	409.288130	7726.506836	1868.073046	59.564475	6.904954	6.851537	6.532164	7.170910	273.255748	0.991234	2218.047050	1459.363285	2218.547050	1045.136715	20.232507	65.252168	458623.210374	1054.943677	434.737153	9336.316406	2081.914899	60.101355	6.469558	6.729412	6.365806	7.093019	275.714301	0.987915	1364.603225	1912.459513	1365.103225	592.040487	20.241315	65.129148	615477.649638	1204.233675	511.094867	8666.094727	2793.953859	71.110351	8.147102	7.241556	7.142722	7.340389	295.098561	0.998182	749.553393	734.033495	750.053393	1770.466505	20.214466	65.053773	399474.008069	992.380808	402.541046	5594.236328	1813.407761	61.189856	8.621420	7.345201	7.711872	6.978531	354.510499	0.989708	1209.179190	1913.070572	1209.679190	591.429428	20.241103	65.107492	277105.385736	852.418959	325.081209	3776.148193	1257.916778	52.895934	8.699679	7.275486	7.212728	7.338245	296.590161	0.999171	2105.883772	653.027112	2106.383772	1851.472888	20.214467	65.243528	656723.755942	1234.874925	531.813986	18135.712891	2981.190094	63.430617	5.439051	6.223382	6.249684	6.197080	332.082309	0.999773	1778.349642	1290.010863	1778.849642	1214.489137	20.228132	65.192364	123122.484631	621.931442	197.967937	2717.842041	558.913132	36.928289	6.496036	6.647959	6.481694	6.814225	291.736642	0.995255	1763.745564	1428.838907	1764.245564	1075.661093	20.231186	65.189104	73658.740992	532.442839	138.341124	1370.069092	334.373025	36.352183	7.068775	6.870339	6.604540	7.136139	283.391548	0.992510
64	Autosave Image -0352r_out.fits	64.000000	0.000000	58757.470069	2458757.470069	2458757.469896	2458757.471426	2458757.472201	1.144884	60.818480	-20.000000	30.000000	20.228333	65.161944	8.091530	8.526437	1.200000	6.000000	11.000000	17.000000	0.052294	0.158689	0.177668	0.257658	0.152681	0.102471	0.276598	0.042408	0.025171	0.000231	0.000415	0.000443	0.000565	0.000406	0.000327	0.000591	0.000219	0.000184	226.853390	382.818379	401.165013	456.137055	376.408328	313.326521	468.034833	194.021841	136.766857	3055465.026801	2757.452809	1554.470883	1188.706081	1554.970883	1315.793919	20.225449	65.162371	159783.382031	228.394177	689.427711	231.762344	3204.658203	699.594816	37.009121	445.000000	6.605886	6.678752	6.494400	6.863105	292.008009	0.994116	1962.181252	1640.921677	1962.681252	863.578323	20.236033	65.215191	418464.162850	1014.566247	412.456224	7887.956055	1832.201544	56.909106	7.058686	6.879821	6.354211	7.405431	273.340913	0.976606	2216.511597	1465.682974	2217.011597	1038.817026	20.232512	65.252203	460960.155306	1056.183893	436.439296	9453.324219	2018.265799	56.119602	6.494123	6.703496	6.142453	7.264540	274.606800	0.971643	1362.885312	1918.934686	1363.385312	585.565314	20.241309	65.129191	625976.794185	1215.142838	515.146676	8827.117188	2740.773883	67.728151	8.430870	7.224826	7.041309	7.408344	278.636644	0.997173	747.876710	740.396006	748.376710	1764.103994	20.214478	65.053828	404719.057433	1001.096842	404.275631	5494.407715	1772.020038	57.774610	8.743712	7.364725	7.651199	7.078251	357.879459	0.993933	1207.477407	1919.590420	1207.977407	584.909580	20.241096	65.107545	283996.137788	865.779534	328.023621	3983.887695	1243.447368	55.707231	8.778217	7.234127	7.119201	7.349054	281.548923	0.998807	2104.408597	659.171669	2104.908597	1845.328331	20.214467	65.243543	662021.315794	1239.581847	534.068256	18186.753906	2898.591049	62.172069	5.576316	6.244423	6.001170	6.487676	276.037827	0.993671	1776.753107	1296.434159	1777.253107	1208.065841	20.228140	65.192405	124305.849557	630.484393	197.159281	2655.982178	544.260153	37.976919	6.200173	6.624774	6.400505	6.849043	290.556557	0.991943	1762.133397	1435.174639	1762.633397	1069.325361	20.231191	65.189147	75021.553889	544.299525	137.831379	1464.478394	328.474022	37.834643	6.901006	6.868137	6.493440	7.242833	278.624767	0.987024
65	Autosave Image -0353r_out.fits	65.000000	0.000000	58757.470613	2458757.470613	2458757.470440	2458757.471970	2458757.472745	1.145736	60.742031	-20.000000	30.000000	20.228333	65.161944	8.139309	8.409828	1.200000	6.000000	11.000000	17.000000	0.052727	0.158739	0.177123	0.255433	0.152829	0.101529	0.280272	0.042667	0.025112	0.000233	0.000418	0.000446	0.000566	0.000410	0.000328	0.000602	0.000221	0.000185	226.696497	380.059478	397.580447	451.038956	373.069963	310.006985	465.868495	193.059473	135.664605	3004119.767568	2733.156324	1553.051954	1189.712236	1553.551954	1314.787764	20.225444	65.162324	158397.774715	222.189793	683.698906	231.677678	3168.563232	712.894021	41.821527	430.000000	6.698529	6.784308	6.760118	6.808497	298.823445	0.999822	1960.780328	1641.815344	1961.280328	862.684656	20.236028	65.215173	411542.119331	1004.860822	409.551363	7026.268555	1852.209836	57.814786	7.390510	7.010787	6.616175	7.405399	88.407088	0.987368	2214.994084	1466.635202	2215.494084	1037.864798	20.232510	65.252169	452032.613318	1045.273230	432.454023	8885.134766	2034.443653	56.104726	6.644791	6.776293	6.468613	7.083972	82.323892	0.991168	1361.607685	1919.825800	1362.107685	584.674200	20.241306	65.129202	611224.864441	1201.329609	508.790310	8409.330078	2750.913340	71.468467	8.340447	7.261291	7.143594	7.378988	292.144370	0.997950	746.597709	741.448545	747.097709	1763.051455	20.214472	65.053756	398251.701297	994.060364	400.631306	5603.269531	1792.394226	61.332474	8.298098	7.260907	7.635062	6.886751	5.940256	0.988967	1206.251876	1920.500180	1206.751876	583.999820	20.241093	65.107559	276893.721820	853.395333	324.461256	3621.557129	1246.203611	51.180698	8.625113	7.339154	7.374235	7.304073	323.738177	0.998987	2102.812021	660.360202	2103.312021	1844.139798	20.214473	65.243522	657649.576733	1235.255631	532.399578	18115.181641	2959.855037	61.446601	5.530369	6.252317	6.253110	6.251524	44.856060	0.997450	1775.390220	1297.320051	1775.890220	1207.179949	20.228134	65.192378	122932.571565	626.561029	196.202071	2418.759521	553.277314	38.874022	6.616633	6.722378	6.575442	6.869314	287.519290	0.997152	1760.642720	1436.228464	1761.142720	1068.271536	20.231188	65.189103	73592.599063	538.269882	136.720633	1405.511841	331.215031	37.745247	7.017761	6.862040	6.638887	7.085193	279.187601	0.995313
66	Autosave Image -0354r_out.fits	66.000000	0.000000	58757.471169	2458757.471169	2458757.470995	2458757.472525	2458757.473300	1.146609	60.664024	-20.000000	30.000000	20.228333	65.161944	7.934577	8.304991	1.200000	6.000000	11.000000	17.000000	0.052061	0.158272	0.178300	0.255798	0.152185	0.102398	0.278433	0.042517	0.025425	0.000229	0.000413	0.000444	0.000563	0.000404	0.000326	0.000595	0.000218	0.000183	227.728253	382.888997	401.944124	454.729950	376.473298	314.213856	468.044685	195.456118	139.198934	3026580.008026	2729.522419	1551.250354	1185.877010	1551.750354	1318.622990	20.225445	65.162329	157565.717783	216.684676	677.153068	232.688480	3452.334473	727.165947	39.577827	441.000000	6.482980	6.657350	6.656491	6.658208	45.459352	0.999741	1958.952300	1637.983301	1959.452300	866.516699	20.236028	65.215171	413566.837875	1002.603704	412.492829	7777.060059	1908.611376	55.756439	6.873577	6.903688	6.551815	7.255560	83.181392	0.989054	2213.113989	1462.867822	2213.613989	1041.632178	20.232511	65.252163	457981.657211	1047.028540	437.410863	10067.173828	2113.585813	55.198872	6.390686	6.678475	6.227507	7.129443	80.266724	0.979668	1359.640346	1916.119329	1360.140346	588.380671	20.241308	65.129177	616495.562480	1202.120612	512.840023	8914.371094	2845.127646	65.731189	8.125742	7.247991	7.164521	7.331460	75.100395	0.999296	744.589256	737.688625	745.089256	1766.811375	20.214474	65.053759	399763.026573	988.758731	404.307961	5605.947754	1844.906773	59.140224	8.511972	7.283421	7.648553	6.918290	357.057316	0.989891	1204.276142	1916.689001	1204.776142	587.810999	20.241093	65.107538	281129.362965	854.421541	329.028880	3993.393311	1297.412295	51.299579	8.536225	7.230800	7.205883	7.255718	288.827015	0.999924	2100.980241	656.460941	2101.480241	1848.039059	20.214470	65.243508	659166.699899	1234.499124	533.954773	19322.009766	3042.054989	61.804450	5.207783	6.092517	6.098839	6.086196	44.400093	0.990178	1773.482521	1293.463654	1773.982521	1211.036346	20.228135	65.192366	123433.937424	621.324412	198.662623	2611.691162	569.647746	37.847931	6.473656	6.628047	6.569657	6.686437	86.059577	0.999684	1758.882908	1432.343437	1759.382908	1072.156563	20.231188	65.189112	75042.923598	534.793055	140.321425	1461.327271	346.323169	36.016294	6.669261	6.792200	6.618280	6.966120	88.121503	0.997370
67	Autosave Image -0355r_out.fits	67.000000	0.000000	58757.471713	2458757.471713	2458757.471539	2458757.473069	2458757.473844	1.147466	60.587710	-20.000000	30.000000	20.228333	65.161944	8.142211	8.320034	1.200000	6.000000	11.000000	17.000000	0.052153	0.159196	0.177917	0.256590	0.151648	0.101110	0.279118	0.043068	0.025032	0.000231	0.000416	0.000445	0.000567	0.000405	0.000326	0.000598	0.000220	0.000182	225.924070	382.623351	399.514739	452.883138	374.246028	310.445154	467.049300	195.676317	137.199690	3012167.321444	2728.358069	1548.995527	1183.459779	1549.495527	1321.040221	20.225445	65.162295	157093.057744	217.470349	680.620858	230.808468	3314.383789	722.365408	42.810334	451.000000	6.522767	6.676455	6.687287	6.665622	316.256392	0.994522	1956.773497	1635.607992	1957.273497	868.892008	20.236029	65.215151	413670.958292	1002.848638	412.495907	7545.176270	1902.194756	54.533847	7.348837	6.803522	6.587772	7.019271	284.853754	0.994679	2210.901983	1460.434107	2211.401983	1044.065893	20.232510	65.252139	454969.728022	1046.869386	434.600280	9471.151367	2092.100045	54.040536	6.416826	6.671222	6.341061	7.001384	271.764378	0.990214	1357.387511	1913.655977	1357.887511	590.844023	20.241307	65.129143	615071.703710	1204.101506	510.813831	8509.916016	2828.301445	66.499721	8.658602	7.200607	7.130028	7.271187	302.512291	0.997845	742.277740	735.279598	742.777740	1769.220402	20.214473	65.053739	396638.435542	987.151785	401.800859	5380.256836	1823.873629	61.878305	8.710590	7.265895	7.576359	6.955430	348.383226	0.991383	1201.916943	1914.354355	1202.416943	590.145645	20.241095	65.107483	276594.934669	851.542881	324.816214	3840.325439	1271.874236	53.329567	8.753416	7.371882	7.369870	7.373894	314.465961	0.999143	2098.644010	654.167493	2099.144010	1850.332507	20.214473	65.243480	657288.774979	1232.460616	533.314222	18598.544922	3022.429387	64.078967	5.365423	6.103037	6.045737	6.160338	290.333507	0.999387	1771.267333	1291.138743	1771.767333	1213.361257	20.228136	65.192336	124372.855626	625.228900	198.923715	2695.838135	571.907186	38.651057	6.646693	6.724436	6.561618	6.887254	297.184437	0.993098	1756.696443	1429.912493	1757.196443	1074.587507	20.231187	65.189086	73559.930604	531.951261	138.283215	1440.497437	338.252690	36.599158	6.922170	6.844760	6.623646	7.065873	293.201589	0.991240
68	Autosave Image -0356r_out.fits	68.000000	0.000000	58757.472269	2458757.472269	2458757.472095	2458757.473625	2458757.474400	1.148344	60.509840	-20.000000	30.000000	20.228333	65.161944	8.299123	8.599132	1.200000	6.000000	11.000000	17.000000	0.052101	0.158249	0.176850	0.258305	0.151881	0.102681	0.277990	0.042982	0.024707	0.000232	0.000417	0.000445	0.000570	0.000407	0.000330	0.000598	0.000223	0.000185	224.253252	379.290401	397.640560	452.897711	373.069364	311.055186	464.845694	192.806332	133.519875	3026769.387547	2753.992940	1547.941537	1189.755604	1548.441537	1314.744396	20.225446	65.162341	157697.118456	232.305314	688.415732	229.072508	2907.070557	678.835606	39.716283	441.000000	6.839022	6.858564	6.698299	7.018829	294.973717	0.994731	1955.668808	1641.921254	1956.168808	862.578746	20.236029	65.215176	413541.807868	1012.166683	408.570856	7294.553223	1780.165081	58.593668	7.012722	6.980548	6.571954	7.389142	89.584318	0.986386	2209.936106	1466.629420	2210.436106	1037.870580	20.232508	65.252183	454845.602921	1051.565851	432.541246	8948.047852	1957.964695	56.097307	6.646721	6.732021	6.295297	7.168744	89.940032	0.983307	1356.373238	1919.992615	1356.873238	584.507385	20.241305	65.129180	621335.761253	1214.279018	511.691096	8540.028320	2674.651522	75.173803	8.399763	7.253903	7.039034	7.468771	279.777927	0.996054	741.308309	741.621569	741.808309	1762.878431	20.214478	65.053807	399093.793525	996.149875	400.636293	5131.942383	1717.971005	57.335855	9.032093	7.307952	7.507717	7.108187	350.590236	0.996669	1200.914142	1920.731092	1201.414142	583.768908	20.241093	65.107525	281849.951912	865.427592	325.677104	3579.174561	1213.273804	54.108837	8.927594	7.354091	7.351385	7.356797	313.903184	0.999630	2097.646990	660.332717	2098.146990	1844.167283	20.214471	65.243513	658386.336185	1240.510210	530.738345	16005.575195	2834.142385	65.405159	5.937640	6.398859	6.076286	6.721432	88.728058	0.989866	1770.253675	1297.362954	1770.753675	1207.137046	20.228135	65.192384	124736.287473	636.617938	195.935867	2435.676514	536.949781	36.475238	6.676848	6.789599	6.552429	7.026769	287.199966	0.992848	1755.616444	1436.204563	1756.116444	1068.295437	20.231187	65.189123	72979.846409	542.497902	134.525583	1357.857178	314.154873	36.003059	7.077496	6.898758	6.562693	7.234823	274.630249	0.990302
69	Autosave Image -0357r_out.fits	69.000000	0.000000	58757.472812	2458757.472812	2458757.472639	2458757.474169	2458757.474944	1.149206	60.433659	-20.000000	30.000000	20.228333	65.161944	8.639931	8.633697	1.200000	6.000000	11.000000	17.000000	0.051875	0.158424	0.177825	0.257494	0.151114	0.101909	0.278819	0.042555	0.025525	0.000237	0.000426	0.000456	0.000581	0.000415	0.000336	0.000611	0.000227	0.000190	218.722981	371.695265	390.396159	443.433568	364.285909	303.574283	456.354742	187.494641	134.015703	2941217.438397	2731.160481	1542.691500	1191.522823	1543.191500	1312.977177	20.225447	65.162355	152575.267742	234.176585	683.033972	223.378740	2609.837891	651.539383	45.209747	470.000000	7.271563	6.911589	6.890748	6.932430	310.055482	0.998767	1950.440923	1643.552293	1950.940923	860.947707	20.236030	65.215197	402235.905439	1004.588698	400.398597	6507.039551	1717.660651	62.523886	7.776190	7.098587	6.746939	7.450235	276.513222	0.989709	2204.602760	1468.366658	2205.102760	1036.133342	20.232512	65.252183	444058.482019	1045.216370	424.848380	7803.385742	1896.254837	62.463759	6.900081	6.932874	6.586931	7.278818	82.932314	0.989461	1351.054637	1921.647495	1351.554637	582.852505	20.241308	65.129192	602265.571358	1202.486313	500.850251	7444.011719	2571.843685	81.333667	9.033969	7.331136	7.328975	7.333298	314.541661	0.998642	735.964954	743.341968	736.464954	1761.158032	20.214471	65.053762	386111.885690	987.601407	390.959230	4845.685547	1648.806543	65.650777	9.016680	7.418229	7.701980	7.134477	352.976817	0.993799	1195.661894	1922.342943	1196.161894	582.157057	20.241095	65.107543	272016.801846	856.180443	317.709665	3346.923584	1161.588388	62.297555	8.863954	7.468053	7.464669	7.471438	313.809785	0.999524	2092.362766	662.105014	2092.862766	1842.394986	20.214471	65.243523	641269.354564	1229.742714	521.466277	14694.250977	2738.400829	67.103111	5.971645	6.527150	6.333992	6.720307	85.180304	0.996402	1764.934909	1299.083167	1765.434909	1205.416833	20.228137	65.192392	120053.256283	630.236885	190.489099	2207.704590	512.661231	42.081086	7.062771	6.924552	6.746425	7.102680	288.980651	0.995748	1750.366706	1437.832488	1750.866706	1066.667512	20.231187	65.189142	73206.181200	541.960666	135.076558	1261.995117	312.611020	36.650855	7.563402	7.019054	6.709063	7.329045	280.066352	0.991184
