#Data source:http://mizar.voksenlia.net/Variable/Redukvis/S-vul/
#JD    MAG
2438295.4	10.1
2438298.5	8.9
2438299.4	10.2
2438344.3	9.9
2438372.3	9.6
2438376.3	9.5
2438386.2	9.2
2438390.3	9.3
2438395.7	9.4
2438400.3	9.3
2438402.2	9.3
2438410.3	9.4
2438615.5	9.3
2438621.5	9.5
2438622.5	9.5
2438624.5	9.7
2438628.5	9.9
2438629.4	9.9
2438651.3	9.0
2438671.5	9.1
2438672.4	9.2
2438673.3	9.2
2438694.2	9.8
2438739.2	9.2
2438762.2	9.8
2438825.5	9.4
2438840.6	9.5
2438881.5	9.3
2438974.5	9.6
2438977.5	9.9
2438979.5	9.6
2438993.4	9.1
2439042.4	9.9
2439065.3	9.1
2439078.5	9.2
2439108.3	9.4
2439168.7	9.4
2439227.5	9.3
2439228.5	9.1
2439324.5	9.3
2439327.5	9.3
2439353.4	9.1
2439355.5	9.2
2439356.5	9.3
2439358.4	9.2
2439364.4	9.3
2439366.4	9.3
2439372.5	9.3
2439385.5	9.5
2439393.4	9.3
2439408.3	8.9
2439441.3	9.4
2439448.3	9.3
2439449.3	9.4
2439479.2	8.8
2439494.2	9.2
2439496.2	9.2
2439498.2	9.3
2439499.2	9.3
2439504.3	9.5
2439532.2	9.3
2439560.6	8.9
2439568.6	9.3
2439569.5	9.3
2439571.5	9.3
2439581.6	9.3
2439582.5	9.3
2439609.5	8.7
2439610.5	8.7
2439616.4	9.0
2439717.5	9.5
2439721.4	9.3
2439723.4	9.3
2439729.4	9.4
2439730.4	9.3
2439735.4	9.1
2439740.4	9.1
2439741.5	9.1
2439743.4	9.2
2439757.3	9.2
2439763.3	9.1
2439771.4	9.3
2439772.3	9.3
2439807.3	9.0
2439826.2	8.9
2439828.4	9.1
2439841.3	9.4
2439842.3	9.3
2439851.2	9.4
2439864.2	9.4
2439865.3	9.4
2439866.2	9.3
2439884.3	9.0
2439924.6	9.4
2439963.5	8.8
2439968.4	8.8
2439974.5	9.1
2439989.5	10.0
2440003.5	9.5
2440008.5	9.3
2440009.5	9.1
2440291.7	9.1
2440298.6	9.1
2440300.5	9.3
2440307.5	9.4
2440318.5	9.5
2440323.5	9.5
2440466.4	9.6
2440468.4	9.6
2440481.4	9.2
2440521.3	9.4
2440531.3	9.5
2440540.3	9.3
2440555.3	9.1
2440559.3	9.1
2440589.3	9.5
2440615.2	8.9
2440631.7	9.1
2440644.6	9.4
2440645.6	9.3
2440663.5	9.5
2440670.5	9.5
2440674.5	9.5
2440679.5	9.4
2440686.5	9.3
2440690.5	9.2
2440691.5	9.3
2440712.5	9.3
2440713.5	9.3
2440717.5	9.3
2440809.5	9.2
2440821.4	9.1
2440824.4	9.3
2440831.5	8.8
2440841.4	8.8
2440845.4	9.0
2440849.4	9.1
2440851.4	9.2
2440852.4	9.2
2440856.4	9.3
2440869.4	9.3
2440885.4	9.1
2440887.4	8.8
2440892.5	8.7
2440895.3	8.9
2440898.2	8.9
2440901.4	9.0
2440924.4	9.3
2440926.3	9.3
2440950.2	9.3
2440951.2	9.1
2440957.3	9.1
2440964.3	9.1
2440972.7	9.2
2440984.3	9.2
2440987.7	9.3
2441033.5	9.1
2441038.6	9.1
2441053.5	9.2
2441172.5	9.1
2441182.5	9.4
2441187.4	9.4
2441297.3	9.2
2441298.2	9.2
2441299.3	9.1
2441308.3	8.9
2441310.2	8.8
2441313.3	8.9
2441317.2	9.1
2441321.3	9.2
2441345.2	9.3
2441371.7	9.1
2441541.5	9.5
2441545.5	9.4
2441549.5	9.5
2441551.4	9.7
2441555.4	9.7
2441558.4	9.4
2441573.5	8.7
2441603.3	9.4
2441625.3	9.4
2441632.3	9.2
2441634.3	9.1
2441637.2	8.9
2441640.2	8.9
2441664.2	9.4
2441681.3	9.5
2441682.2	9.5
2441687.3	9.7
2441689.2	9.5
2441693.2	9.4
2441694.2	9.3
2441701.2	9.1
2441719.2	9.1
2441720.7	9.2
2441722.7	9.2
2441739.7	9.4
2441740.7	9.4
2441747.6	9.6
2441750.6	9.6
2441752.5	9.7
2441756.6	9.7
2441779.5	9.1
2441786.5	9.4
2441802.5	9.4
2441807.5	9.4
2441920.5	8.8
2441922.5	9.1
2441926.4	9.1
2441959.3	9.4
2442001.4	9.3
2442006.2	9.4
2442007.2	9.4
2442010.3	9.4
2442012.3	9.4
2442014.2	9.4
2442017.2	9.5
2442020.2	9.4
2442025.2	9.5
2442028.2	9.4
2442032.2	9.4
2442034.2	9.3
2442045.2	9.0
2442047.2	8.7
2442065.2	9.2
2442068.2	9.1
2442070.2	9.2
2442072.2	9.3
2442097.7	9.4
2442117.7	8.7
2442118.7	8.7
2442130.6	9.4
2442143.6	9.4
2442145.6	9.4
2442149.5	9.5
2442151.5	9.4
2442176.5	9.1
2442178.5	9.2
2442271.5	9.3
2442276.4	9.4
2442277.5	9.3
2442279.5	9.4
2442296.4	9.4
2442300.4	9.3
2442303.4	9.2
2442309.4	9.1
2442311.4	8.8
2442334.3	9.3
2442345.3	9.4
2442350.3	9.4
2442351.3	9.4
2442354.4	9.4
2442355.2	9.4
2442356.2	9.4
2442362.4	9.4
2442365.3	9.4
2442369.2	9.3
2442370.3	9.2
2442374.2	9.1
2442385.2	8.8
2442389.2	8.7
2442391.2	8.7
2442393.3	8.8
2442394.2	8.9
2442397.2	9.0
2442409.2	9.2
2442415.2	9.3
2442416.2	9.4
2442419.2	9.4
2442421.2	9.4
2442426.2	9.4
2442432.2	9.3
2442456.7	9.2
2442457.7	9.1
2442483.7	9.4
